Date,KRBN,ICLN,XLE
2020-08-03,0.4213186106696186,2.4014913073407325,0.36016745163725067
2020-08-04,1.1616451964627292,3.005220717662301,2.404501622451381
2020-08-05,0.6550410266802443,2.5334356648087977,1.0473911835731504
2020-08-06,-1.3192679435574344,0.38411987568469963,-0.8047337573198837
2020-08-07,-0.766660360493709,1.458938502789999,0.1345856673179216
2020-08-10,0.46461060718345876,0.377137639535392,3.0461895070914813
2020-08-11,-0.9560159249093336,-1.6445550395688329,-0.33974239163680525
2020-08-12,-0.7416621641285517,1.7072721926981953,0.9898742717080968
2020-08-13,-0.12414576762739306,1.678631948548611,-1.9631895956198793
2020-08-14,-0.02484628519959265,-0.7425898451467269,0.9471223553857296
2020-08-17,1.4310708988559608,1.1732127868248137,-0.5777173902511767
2020-08-18,0.8974756315033275,0.36765039011389805,-1.2722301408982752
2020-08-19,-0.7016835484318795,0.3662974336269257,-1.1535770763746613
2020-08-20,-1.329100532382448,-0.6725714892817699,-2.182337369562767
2020-08-21,-0.5465791998152172,-0.061376334459054535,-0.6363043375015349
2020-08-24,4.4581696080687685,1.220270690752733,2.710622125341756
2020-08-25,3.2720663579497176,2.27829594318777,-1.4145908802898506
2020-08-26,-0.5688909344718587,0.0,-2.1321318063334505
2020-08-27,-0.6281218763014438,-0.2968498369881791,0.1956814136912632
2020-08-28,2.8164563196112797,2.234092615089695,1.771924615157272
2020-08-31,-0.7790053917421458,-0.3494617460044679,-2.1917769026808234
2020-09-01,-2.8576029524514985,1.620416666329706,-0.6754896707837849
2020-09-02,1.0765426009910772,-0.4026270550914746,-0.4812284436367613
2020-09-03,0.9729098710323776,-6.426984198235411,-0.7405666460943499
2020-09-04,-2.7057086205833127,-1.0503658658652042,-0.31496282915666207
2020-09-08,-2.086912710223076,-0.5605757571129218,-3.7100949204010782
2020-09-09,0.23189585384499403,3.4380222662882542,0.6822299023237697
2020-09-10,2.67584630752993,-2.258246697760368,-3.734260258971768
2020-09-11,0.748884805861966,-0.06173635083701303,0.09200699632559062
2020-09-14,5.907363892799907,2.7415601473037317,0.7634942472406847
2020-09-15,-2.5825140564152456,1.9048242560657334,-0.732836729653938
2020-09-16,1.464190133364228,0.5878757443679272,3.936197217361502
2020-09-17,-3.745303626658146,-1.893552725662801,0.1472259972179367
2020-09-18,-0.32354941859246467,-0.11955486196179527,-1.1242796767948018
2020-09-21,-4.817919530252119,-0.840842345990743,-3.370775419407469
2020-09-22,3.536605154206617,0.5413744131624006,-1.0375682256968828
2020-09-23,-3.2891454181351825,-0.9038969150099887,-4.624900774677028
2020-09-24,-0.1697617349764433,-0.4854499983728706,-0.03312245452962675
2020-09-25,-0.9756183495062736,2.1661607972509196,-0.06625447869739977
2020-09-28,3.6199526182160886,4.42448503128818,2.3253064355154365
2020-09-29,-1.6781423390080537,2.363622386512117,-2.790274036294047
2020-09-30,-0.048085534165264975,2.7969987596077597,-0.300040552755087
2020-10-01,-0.5353374014571975,3.1934737113260905,-3.1199511979957175
2020-10-02,0.4631524148605983,-0.052393113456655996,0.9599077501857284
2020-10-05,0.5280865376961478,4.4588485383635215,2.958188220047199
2020-10-06,-0.6484885631745831,0.6993107005762261,-1.50178665024136
2020-10-07,-0.12538808069188248,4.857692443396274,1.4023905887403294
2020-10-08,-0.6778293038645773,-0.09489844631889577,3.6781931188952663
2020-10-09,-0.6531169011652619,1.5540648033894773,-1.6108721056191968
2020-10-12,-0.195792083071456,-2.0775098360024313,0.25948603574950013
2020-10-13,-1.6798876491262098,-0.3345220666810453,-1.5671364983586584
2020-10-14,0.9669121327509023,1.1896457724486484,0.4268727472796475
2020-10-15,-1.7673159454396323,-0.7597567290184558,1.2050225803664278
2020-10-16,-0.30180649279577715,-0.42988904343019263,-2.2921698168119233
2020-10-19,0.8527729128790117,-0.7688644109388802,-2.1427103581878675
2020-10-20,-2.222317090977029,2.0057990251673874,1.1774979262498841
2020-10-21,-0.9751066441388913,-4.447317344566787,-1.9247714062214978
2020-10-22,0.10308646990625804,-0.3466345022668734,4.042647698914239
2020-10-23,4.310686790566058,0.297174326771273,-0.492389371588935
2020-10-26,-4.1819779633522165,-2.0990289392288632,-3.6525943840270143
2020-10-27,0.5797428812985072,-0.7604425734370525,-1.3053873996796792
2020-10-28,-3.054149314014565,-1.538498668445868,-4.274009378443719
2020-10-29,0.8926248220788092,2.046105821032965,3.0213669046697236
2020-10-30,1.0400591609306913,-0.9666807237407662,0.5586571409366863
2020-11-02,-0.9930222455463859,1.7735634315471156,3.3553410239530033
2020-11-03,3.395380848031203,1.1981956848859625,-0.5740472325170293
2020-11-04,1.7522384809202867,-1.2987315726360318,0.13535501257354568
2020-11-05,1.3310594334756012,6.802059176108504,0.0
2020-11-06,-0.04898058744662985,0.7487065551891419,-2.188124020597596
2020-11-09,2.0225197883911634,0.18629211990028374,13.344505518157012
2020-11-10,0.11516560811624878,-1.500252141761743,3.1852612122543014
2020-11-11,-0.7703079371741977,3.161586481020512,-1.0307856900106729
2020-11-12,-0.34372943991706145,-1.1507658907000613,-3.2799484181767555
2020-11-13,0.38721849687494664,0.4619061170064328,3.575556304426778
2020-11-16,1.4388717424645794,0.5056210611473079,6.374483601106151
2020-11-17,0.2758204589533375,0.18323871254631272,1.0194524899345823
2020-11-18,0.6720482872473383,-1.4753505846362152,-2.948780644125638
2020-11-19,-2.338445934198919,1.4295770619262622,1.624253416544984
2020-11-20,0.6977090187697518,1.1381731691243484,-0.5291655218925175
2020-11-23,2.3926390039519077,1.8834923355354325,6.826625179074261
2020-11-24,1.4916231957019732,1.3677443042460113,5.010606466085629
2020-11-25,-0.09690892433006332,1.694581129941146,-2.3595499525256733
